"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日"
"2017/03/08","北海道","茅部郡鹿部町",4135,304,7.4,"2016/01/01","2017/03/08"
"2017/03/08","北海道","茅部郡森町",16592,907,5.5,"2016/01/01","2017/03/08"
"2017/03/08","北海道","二海郡八雲町",17513,1212,6.9,"2016/01/01","2017/03/08"
"2017/03/08","北海道","山越郡長万部町",5913,380,6.4,"2016/01/01","2017/03/08"
"2017/03/08","北海道","檜山郡江差町",8235,534,6.5,"2016/01/01","2017/03/08"
"2017/03/08","北海道","檜山郡上ノ国町",5297,317,6.0,"2016/01/01","2017/03/08"
"2017/03/08","北海道","檜山郡厚沢部町",4175,243,5.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","爾志郡乙部町",3976,144,3.6,"2016/01/01","2017/03/08"
"2017/03/08","北海道","奥尻郡奥尻町",2861,178,6.2,"2016/01/01","2017/03/08"
"2017/03/08","北海道","瀬棚郡今金町",5626,484,8.6,"2016/01/01","2017/03/08"
"2017/03/08","北海道","久遠郡せたな町",8637,415,4.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","島牧郡島牧村",1573,130,8.3,"2016/01/01","2017/03/08"
"2017/03/08","北海道","寿都郡寿都町",3176,234,7.4,"2016/01/01","2017/03/08"
"2017/03/08","北海道","寿都郡黒松内町",3023,180,6.0,"2016/01/01","2017/03/08"
"2017/03/08","北海道","磯谷郡蘭越町",4949,336,6.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","虻田郡ニセコ町",5056,322,6.4,"2016/01/01","2017/03/08"
"2017/03/08","北海道","虻田郡真狩村",2097,139,6.6,"2016/01/01","2017/03/08"
"2017/03/08","北海道","虻田郡留寿都村",1955,149,7.6,"2016/01/01","2017/03/08"
"2017/03/08","北海道","虻田郡喜茂別町",2314,132,5.7,"2016/01/01","2017/03/08"
"2017/03/08","北海道","虻田郡京極町",3161,181,5.7,"2016/01/01","2017/03/08"
"2017/03/08","北海道","虻田郡倶知安町",16060,1145,7.1,"2016/01/01","2017/03/08"
"2017/03/08","北海道","岩内郡共和町",6213,524,8.4,"2016/01/01","2017/03/08"
"2017/03/08","北海道","岩内郡岩内町",13428,1004,7.5,"2016/01/01","2017/03/08"
"2017/03/08","北海道","古宇郡泊村",1748,161,9.2,"2016/01/01","2017/03/08"
"2017/03/08","北海道","古宇郡神恵内村",923,67,7.3,"2016/01/01","2017/03/08"
"2017/03/08","北海道","積丹郡積丹町",2261,151,6.7,"2016/01/01","2017/03/08"
"2017/03/08","北海道","古平郡古平町",3344,203,6.1,"2016/01/01","2017/03/08"
"2017/03/08","北海道","余市郡仁木町",3450,240,7.0,"2016/01/01","2017/03/08"
"2017/03/08","北海道","余市郡余市町",19879,1333,6.7,"2016/01/01","2017/03/08"
"2017/03/08","北海道","余市郡赤井川村",1150,75,6.5,"2016/01/01","2017/03/08"
"2017/03/08","北海道","空知郡南幌町",7960,730,9.2,"2016/01/01","2017/03/08"
"2017/03/08","北海道","空知郡奈井江町",5755,570,9.9,"2016/01/01","2017/03/08"
"2017/03/08","北海道","空知郡上砂川町",3356,301,9.0,"2016/01/01","2017/03/08"
"2017/03/08","北海道","夕張郡由仁町",5531,542,9.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","夕張郡長沼町",11345,1127,9.9,"2016/01/01","2017/03/08"
"2017/03/08","北海道","夕張郡栗山町",12481,1196,9.6,"2016/01/01","2017/03/08"
"2017/03/08","北海道","樺戸郡月形町",3493,179,5.1,"2016/01/01","2017/03/08"
"2017/03/08","北海道","樺戸郡浦臼町",2037,252,12.4,"2016/01/01","2017/03/08"
"2017/03/08","北海道","樺戸郡新十津川町",6865,647,9.4,"2016/01/01","2017/03/08"
"2017/03/08","北海道","雨竜郡妹背牛町",3190,395,12.4,"2016/01/01","2017/03/08"
"2017/03/08","北海道","雨竜郡秩父別町",2537,211,8.3,"2016/01/01","2017/03/08"
"2017/03/08","北海道","雨竜郡雨竜町",2610,234,9.0,"2016/01/01","2017/03/08"
"2017/03/08","北海道","雨竜郡北竜町",1995,190,9.5,"2016/01/01","2017/03/08"
"2017/03/08","北海道","雨竜郡沼田町",3258,327,10.0,"2016/01/01","2017/03/08"
"2017/03/08","北海道","上川郡鷹栖町",7199,417,5.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","上川郡東神楽町",10385,657,6.3,"2016/01/01","2017/03/08"
"2017/03/08","北海道","上川郡当麻町",6765,467,6.9,"2016/01/01","2017/03/08"
"2017/03/08","北海道","上川郡比布町",3874,195,5.0,"2016/01/01","2017/03/08"
"2017/03/08","北海道","上川郡愛別町",3038,264,8.7,"2016/01/01","2017/03/08"
"2017/03/08","北海道","上川郡上川町",3885,383,9.9,"2016/01/01","2017/03/08"
"2017/03/08","北海道","上川郡東川町",8105,598,7.4,"2016/01/01","2017/03/08"
"2017/03/08","北海道","上川郡美瑛町",10438,609,5.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","空知郡上富良野町",11140,1125,10.1,"2016/01/01","2017/03/08"
"2017/03/08","北海道","空知郡中富良野町",5131,428,8.3,"2016/01/01","2017/03/08"
"2017/03/08","北海道","空知郡南富良野町",2643,217,8.2,"2016/01/01","2017/03/08"
"2017/03/08","北海道","勇払郡占冠村",1242,102,8.2,"2016/01/01","2017/03/08"
"2017/03/08","北海道","上川郡和寒町",3605,269,7.5,"2016/01/01","2017/03/08"
"2017/03/08","北海道","上川郡剣淵町",3317,253,7.6,"2016/01/01","2017/03/08"
"2017/03/08","北海道","上川郡下川町",3423,164,4.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","中川郡美深町",4651,300,6.5,"2016/01/01","2017/03/08"
"2017/03/08","北海道","中川郡音威子府村",784,67,8.5,"2016/01/01","2017/03/08"
"2017/03/08","北海道","中川郡中川町",1683,173,10.3,"2016/01/01","2017/03/08"
"2017/03/08","北海道","雨竜郡幌加内町",1564,181,11.6,"2016/01/01","2017/03/08"
"2017/03/08","北海道","増毛郡増毛町",4732,351,7.4,"2016/01/01","2017/03/08"
"2017/03/08","北海道","留萌郡小平町",3324,206,6.2,"2016/01/01","2017/03/08"
"2017/03/08","北海道","苫前郡苫前町",3321,225,6.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","苫前郡羽幌町",7454,597,8.0,"2016/01/01","2017/03/08"
"2017/03/08","北海道","苫前郡初山別村",1254,88,7.0,"2016/01/01","2017/03/08"
"2017/03/08","北海道","天塩郡遠別町",2836,187,6.6,"2016/01/01","2017/03/08"
"2017/03/08","北海道","天塩郡天塩町",3272,272,8.3,"2016/01/01","2017/03/08"
"2017/03/08","北海道","宗谷郡猿払村",2749,160,5.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","枝幸郡浜頓別町",3875,293,7.6,"2016/01/01","2017/03/08"
"2017/03/08","北海道","枝幸郡中頓別町",1802,86,4.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","枝幸郡枝幸町",8587,1110,12.9,"2016/01/01","2017/03/08"
"2017/03/08","北海道","天塩郡豊富町",4104,400,9.7,"2016/01/01","2017/03/08"
"2017/03/08","北海道","礼文郡礼文町",2685,240,8.9,"2016/01/01","2017/03/08"
"2017/03/08","北海道","利尻郡利尻町",2207,178,8.1,"2016/01/01","2017/03/08"
"2017/03/08","北海道","利尻郡利尻富士町",2686,164,6.1,"2016/01/01","2017/03/08"
"2017/03/08","北海道","天塩郡幌延町",2448,206,8.4,"2016/01/01","2017/03/08"
"2017/03/08","北海道","網走郡美幌町",20527,1725,8.4,"2016/01/01","2017/03/08"
"2017/03/08","北海道","網走郡津別町",5111,298,5.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","斜里郡斜里町",12019,909,7.6,"2016/01/01","2017/03/08"
"2017/03/08","北海道","斜里郡清里町",4308,287,6.7,"2016/01/01","2017/03/08"
"2017/03/08","北海道","斜里郡小清水町",5142,365,7.1,"2016/01/01","2017/03/08"
"2017/03/08","北海道","常呂郡訓子府町",5265,304,5.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","常呂郡置戸町",3082,324,10.5,"2016/01/01","2017/03/08"
"2017/03/08","北海道","常呂郡佐呂間町",5497,317,5.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","紋別郡遠軽町",21112,1366,6.5,"2016/01/01","2017/03/08"
"2017/03/08","北海道","紋別郡湧別町",9404,558,5.9,"2016/01/01","2017/03/08"
"2017/03/08","北海道","紋別郡滝上町",2784,189,6.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","紋別郡興部町",4006,252,6.3,"2016/01/01","2017/03/08"
"2017/03/08","北海道","紋別郡西興部村",1154,68,5.9,"2016/01/01","2017/03/08"
"2017/03/08","北海道","紋別郡雄武町",4616,315,6.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","網走郡大空町",7555,411,5.4,"2016/01/01","2017/03/08"
"2017/03/08","北海道","虻田郡豊浦町",4262,266,6.2,"2016/01/01","2017/03/08"
"2017/03/08","北海道","有珠郡壮瞥町",2671,289,10.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","白老郡白老町",17973,1653,9.2,"2016/01/01","2017/03/08"
"2017/03/08","北海道","勇払郡厚真町",4699,413,8.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","虻田郡洞爺湖町",9345,699,7.5,"2016/01/01","2017/03/08"
"2017/03/08","北海道","勇払郡安平町",8465,688,8.1,"2016/01/01","2017/03/08"
"2017/03/08","北海道","勇払郡むかわ町",8727,765,8.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","沙流郡日高町",12655,778,6.1,"2016/01/01","2017/03/08"
"2017/03/08","北海道","沙流郡平取町",5309,338,6.4,"2016/01/01","2017/03/08"
"2017/03/08","北海道","新冠郡新冠町",5733,334,5.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","浦河郡浦河町",13035,766,5.9,"2016/01/01","2017/03/08"
"2017/03/08","北海道","様似郡様似町",4644,220,4.7,"2016/01/01","2017/03/08"
"2017/03/08","北海道","幌泉郡えりも町",5079,237,4.7,"2016/01/01","2017/03/08"
"2017/03/08","北海道","日高郡新ひだか町",23772,1572,6.6,"2016/01/01","2017/03/08"
"2017/03/08","北海道","河東郡音更町",45402,2539,5.6,"2016/01/01","2017/03/08"
"2017/03/08","北海道","河東郡士幌町",6326,401,6.3,"2016/01/01","2017/03/08"
"2017/03/08","北海道","河東郡上士幌町",4886,315,6.4,"2016/01/01","2017/03/08"
"2017/03/08","北海道","河東郡鹿追町",5582,414,7.4,"2016/01/01","2017/03/08"
"2017/03/08","北海道","上川郡新得町",6338,420,6.6,"2016/01/01","2017/03/08"
"2017/03/08","北海道","上川郡清水町",9842,516,5.2,"2016/01/01","2017/03/08"
"2017/03/08","北海道","河西郡芽室町",19019,1010,5.3,"2016/01/01","2017/03/08"
"2017/03/08","北海道","河西郡中札内村",3983,248,6.2,"2016/01/01","2017/03/08"
"2017/03/08","北海道","河西郡更別村",3278,219,6.7,"2016/01/01","2017/03/08"
"2017/03/08","北海道","広尾郡大樹町",5764,357,6.2,"2016/01/01","2017/03/08"
"2017/03/08","北海道","広尾郡広尾町",7308,447,6.1,"2016/01/01","2017/03/08"
"2017/03/08","北海道","中川郡幕別町",27423,1686,6.1,"2016/01/01","2017/03/08"
"2017/03/08","北海道","中川郡池田町",7135,650,9.1,"2016/01/01","2017/03/08"
"2017/03/08","北海道","中川郡豊頃町",3309,206,6.2,"2016/01/01","2017/03/08"
"2017/03/08","北海道","中川郡本別町",7553,453,6.0,"2016/01/01","2017/03/08"
"2017/03/08","北海道","足寄郡足寄町",7212,524,7.3,"2016/01/01","2017/03/08"
"2017/03/08","北海道","足寄郡陸別町",2541,166,6.5,"2016/01/01","2017/03/08"
"2017/03/08","北海道","十勝郡浦幌町",5126,341,6.7,"2016/01/01","2017/03/08"
"2017/03/08","北海道","釧路郡釧路町",20150,1317,6.5,"2016/01/01","2017/03/08"
"2017/03/08","北海道","厚岸郡厚岸町",9978,597,6.0,"2016/01/01","2017/03/08"
"2017/03/08","北海道","厚岸郡浜中町",6194,303,4.9,"2016/01/01","2017/03/08"
"2017/03/08","北海道","川上郡標茶町",7930,404,5.1,"2016/01/01","2017/03/08"
"2017/03/08","北海道","川上郡弟子屈町",7766,466,6.0,"2016/01/01","2017/03/08"
"2017/03/08","北海道","阿寒郡鶴居村",2512,164,6.5,"2016/01/01","2017/03/08"
"2017/03/08","北海道","白糠郡白糠町",8371,540,6.5,"2016/01/01","2017/03/08"
"2017/03/08","北海道","野付郡別海町",15695,1063,6.8,"2016/01/01","2017/03/08"
"2017/03/08","北海道","標津郡中標津町",24062,1784,7.4,"2016/01/01","2017/03/08"
"2017/03/08","北海道","標津郡標津町",5411,414,7.7,"2016/01/01","2017/03/08"
"2017/03/08","北海道","目梨郡羅臼町",5478,293,5.3,"2016/01/01","2017/03/08"
"2017/03/08","青森県","青森市",293066,24374,8.3,"2016/01/01","2017/03/08"
"2017/03/08","青森県","弘前市",177189,13317,7.5,"2016/01/01","2017/03/08"
"2017/03/08","青森県","八戸市",235878,20979,8.9,"2016/01/01","2017/03/08"
"2017/03/08","青森県","黒石市",35002,2062,5.9,"2016/01/01","2017/03/08"
"2017/03/08","青森県","五所川原市",57310,4165,7.3,"2016/01/01","2017/03/08"
"2017/03/08","青森県","十和田市",63444,6015,9.5,"2016/01/01","2017/03/08"
"2017/03/08","青森県","三沢市",41006,3943,9.6,"2016/01/01","2017/03/08"
"2017/03/08","青森県","むつ市",60688,4829,8.0,"2016/01/01","2017/03/08"
"2017/03/08","青森県","つがる市",34399,3126,9.1,"2016/01/01","2017/03/08"
"2017/03/08","青森県","平川市",32440,1664,5.1,"2016/01/01","2017/03/08"
"2017/03/08","青森県","東津軽郡平内町",11729,938,8.0,"2016/01/01","2017/03/08"
"2017/03/08","青森県","東津軽郡今別町",2922,312,10.7,"2016/01/01","2017/03/08"
"2017/03/08","青森県","東津軽郡蓬田村",2996,208,6.9,"2016/01/01","2017/03/08"
"2017/03/08","青森県","東津軽郡外ヶ浜町",6647,488,7.3,"2016/01/01","2017/03/08"
"2017/03/08","青森県","西津軽郡鰺ヶ沢町",10774,794,7.4,"2016/01/01","2017/03/08"
"2017/03/08","青森県","西津軽郡深浦町",8935,555,6.2,"2016/01/01","2017/03/08"
"2017/03/08","青森県","中津軽郡西目屋村",1420,68,4.8,"2016/01/01","2017/03/08"
"2017/03/08","青森県","南津軽郡藤崎町",15481,681,4.4,"2016/01/01","2017/03/08"
"2017/03/08","青森県","南津軽郡大鰐町",10310,690,6.7,"2016/01/01","2017/03/08"
"2017/03/08","青森県","南津軽郡田舎館村",8117,414,5.1,"2016/01/01","2017/03/08"
"2017/03/08","青森県","北津軽郡板柳町",14382,761,5.3,"2016/01/01","2017/03/08"
"2017/03/08","青森県","北津軽郡鶴田町",13625,605,4.4,"2016/01/01","2017/03/08"
"2017/03/08","青森県","北津軽郡中泊町",11912,588,4.9,"2016/01/01","2017/03/08"
"2017/03/08","青森県","上北郡野辺地町",13976,1443,10.3,"2016/01/01","2017/03/08"
"2017/03/08","青森県","上北郡七戸町",16538,1208,7.3,"2016/01/01","2017/03/08"
"2017/03/08","青森県","上北郡六戸町",10937,1067,9.8,"2016/01/01","2017/03/08"
"2017/03/08","青森県","上北郡横浜町",4775,363,7.6,"2016/01/01","2017/03/08"
"2017/03/08","青森県","上北郡東北町",18550,1536,8.3,"2016/01/01","2017/03/08"
"2017/03/08","青森県","上北郡六ヶ所村",10636,766,7.2,"2016/01/01","2017/03/08"
"2017/03/08","青森県","上北郡おいらせ町",25254,2029,8.0,"2016/01/01","2017/03/08"
"2017/03/08","青森県","下北郡大間町",5709,315,5.5,"2016/01/01","2017/03/08"
"2017/03/08","青森県","下北郡東通村",6888,482,7.0,"2016/01/01","2017/03/08"
"2017/03/08","青森県","下北郡風間浦村",2109,135,6.4,"2016/01/01","2017/03/08"
"2017/03/08","青森県","下北郡佐井村",2237,210,9.4,"2016/01/01","2017/03/08"
"2017/03/08","青森県","三戸郡三戸町",10850,828,7.6,"2016/01/01","2017/03/08"
"2017/03/08","青森県","三戸郡五戸町",18269,1366,7.5,"2016/01/01","2017/03/08"
"2017/03/08","青森県","三戸郡田子町",5988,435,7.3,"2016/01/01","2017/03/08"
"2017/03/08","青森県","三戸郡南部町",19343,1156,6.0,"2016/01/01","2017/03/08"
"2017/03/08","青森県","三戸郡階上町",14062,1224,8.7,"2016/01/01","2017/03/08"
"2017/03/08","青森県","三戸郡新郷村",2672,196,7.3,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","盛岡市",294106,25771,8.8,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","宮古市",56031,5514,9.8,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","大船渡市",38421,2944,7.7,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","花巻市",98975,7595,7.7,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","北上市",93692,5904,6.3,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","久慈市",36722,2513,6.8,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","遠野市",28692,2251,7.8,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","一関市",122644,10308,8.4,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","陸前高田市",20199,1334,6.6,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","釜石市",35841,2764,7.7,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","二戸市",28501,1859,6.5,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","八幡平市",27180,2268,8.3,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","奥州市",121282,9299,7.7,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","滝沢市",55156,5083,9.2,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","岩手郡雫石町",17350,1266,7.3,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","岩手郡葛巻町",6686,712,10.6,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","岩手郡岩手町",14270,1008,7.1,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","紫波郡紫波町",33667,2934,8.7,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","紫波郡矢巾町",27101,2111,7.8,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","和賀郡西和賀町",6110,294,4.8,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","胆沢郡金ケ崎町",16021,1162,7.3,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","西磐井郡平泉町",8005,630,7.9,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","気仙郡住田町",5885,630,10.7,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","上閉伊郡大槌町",12395,881,7.1,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","下閉伊郡山田町",16409,1262,7.7,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","下閉伊郡岩泉町",10069,734,7.3,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","下閉伊郡田野畑村",3625,239,6.6,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","下閉伊郡普代村",2859,127,4.4,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","九戸郡軽米町",9770,728,7.5,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","九戸郡野田村",4435,326,7.4,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","九戸郡九戸村",6153,299,4.9,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","九戸郡洋野町",17813,1212,6.8,"2016/01/01","2017/03/08"
"2017/03/08","岩手県","二戸郡一戸町",13405,772,5.8,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","仙台市",1056503,94674,9.0,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","石巻市",148798,10115,6.8,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","塩竈市",55506,5267,9.5,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","気仙沼市",66733,4904,7.3,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","白石市",35593,3041,8.5,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","名取市",77124,5788,7.5,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","角田市",30429,2876,9.5,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","多賀城市",62413,5429,8.7,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","岩沼市",44274,3086,7.0,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","登米市",82816,4525,5.5,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","栗原市",71748,5341,7.4,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","東松島市",40270,4381,10.9,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","大崎市",133958,9789,7.3,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","富谷市",52295,3972,7.6,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","刈田郡蔵王町",12593,790,6.3,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","刈田郡七ヶ宿町",1523,174,11.4,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","柴田郡大河原町",23700,2020,8.5,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","柴田郡村田町",11515,842,7.3,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","柴田郡柴田町",38417,3482,9.1,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","柴田郡川崎町",9247,521,5.6,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","伊具郡丸森町",14496,1077,7.4,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","亘理郡亘理町",34139,2935,8.6,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","亘理郡山元町",12609,936,7.4,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","宮城郡松島町",14847,1499,10.1,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","宮城郡七ヶ浜町",19276,1378,7.1,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","宮城郡利府町",36393,3287,9.0,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","黒川郡大和町",28308,2226,7.9,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","黒川郡大郷町",8483,420,5.0,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","黒川郡大衡村",5838,382,6.5,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","加美郡色麻町",7280,406,5.6,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","加美郡加美町",24508,1333,5.4,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","遠田郡涌谷町",16984,977,5.8,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","遠田郡美里町",25185,2044,8.1,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","牡鹿郡女川町",6859,471,6.9,"2016/01/01","2017/03/08"
"2017/03/08","宮城県","本吉郡南三陸町",13806,945,6.8,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","秋田市",317104,26277,8.3,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","能代市",56186,3952,7.0,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","横手市",94552,5454,5.8,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","大館市",75748,5401,7.1,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","男鹿市",29670,1623,5.5,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","湯沢市",48063,2499,5.2,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","鹿角市",32744,2364,7.2,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","由利本荘市",80761,5020,6.2,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","潟上市",33761,2244,6.6,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","大仙市",85416,5087,6.0,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","北秋田市",34129,2137,6.3,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","にかほ市",26009,1486,5.7,"2016/01/01","2017/03/08"
