"都道府県名","市区町村名","総数（人口）
【H28.1.1時点】","交付枚数
【H29.5.15時点】","交付率"
"全国","","128,066,211","11,474,475","9.0%"
"北海道","札幌市","1,941,832","153,494","7.9%"
"北海道","函館市","268,617","20,928","7.8%"
"北海道","小樽市","122,927","10,356","8.4%"
"北海道","旭川市","345,288","22,894","6.6%"
"北海道","室蘭市","88,618","8,893","10.0%"
"北海道","釧路市","176,576","13,956","7.9%"
"北海道","帯広市","168,539","12,757","7.6%"
"北海道","北見市","121,048","10,553","8.7%"
"北海道","夕張市","9,056","948","10.5%"
"北海道","岩見沢市","84,809","7,042","8.3%"
"北海道","網走市","37,352","3,306","8.9%"
"北海道","留萌市","22,503","1,815","8.1%"
"北海道","苫小牧市","173,794","16,374","9.4%"
"北海道","稚内市","36,184","3,504","9.7%"
"北海道","美唄市","23,390","1,830","7.8%"
"北海道","芦別市","14,974","1,429","9.5%"
"北海道","江別市","119,517","8,665","7.3%"
"北海道","赤平市","11,029","1,167","10.6%"
"北海道","紋別市","23,277","1,389","6.0%"
"北海道","士別市","20,216","1,636","8.1%"
"北海道","名寄市","28,633","2,508","8.8%"
"北海道","三笠市","9,246","882","9.5%"
"北海道","根室市","27,629","1,750","6.3%"
"北海道","千歳市","95,923","10,237","10.7%"
"北海道","滝川市","41,560","3,739","9.0%"
"北海道","砂川市","17,792","1,588","8.9%"
"北海道","歌志内市","3,664","321","8.8%"
"北海道","深川市","21,911","1,525","7.0%"
"北海道","富良野市","22,975","2,264","9.9%"
"北海道","登別市","50,101","4,348","8.7%"
"北海道","恵庭市","69,073","6,444","9.3%"
"北海道","伊達市","35,551","2,915","8.2%"
"北海道","北広島市","59,348","4,555","7.7%"
"北海道","石狩市","59,202","4,880","8.2%"
"北海道","北斗市","47,603","3,043","6.4%"
"北海道","石狩郡当別町","16,932","1,470","8.7%"
"北海道","石狩郡新篠津村","3,287","186","5.7%"
"北海道","松前郡松前町","8,035","720","9.0%"
"北海道","松前郡福島町","4,526","286","6.3%"
"北海道","上磯郡知内町","4,683","191","4.1%"
"北海道","上磯郡木古内町","4,544","336","7.4%"
"北海道","亀田郡七飯町","28,580","2,195","7.7%"
"北海道","茅部郡鹿部町","4,135","311","7.5%"
"北海道","茅部郡森町","16,592","974","5.9%"
"北海道","二海郡八雲町","17,513","1,246","7.1%"
"北海道","山越郡長万部町","5,913","391","6.6%"
"北海道","檜山郡江差町","8,235","571","6.9%"
"北海道","檜山郡上ノ国町","5,297","335","6.3%"
"北海道","檜山郡厚沢部町","4,175","274","6.6%"
"北海道","爾志郡乙部町","3,976","152","3.8%"
"北海道","奥尻郡奥尻町","2,861","199","7.0%"
"北海道","瀬棚郡今金町","5,626","532","9.5%"
"北海道","久遠郡せたな町","8,637","446","5.2%"
