団体コード,都道府県名,郡名,市区町村名
202151,長野県,,塩尻市
202177,長野県,,佐久市
202185,長野県,,千曲市
202193,長野県,,東御市
202207,長野県,,安曇野市
203033,長野県,南佐久郡,小海町
203041,長野県,南佐久郡,川上村
203050,長野県,南佐久郡,南牧村
203068,長野県,南佐久郡,南相木村
203076,長野県,南佐久郡,北相木村
203092,長野県,南佐久郡,佐久穂町
203211,長野県,北佐久郡,軽井沢町
203238,長野県,北佐久郡,御代田町
203246,長野県,北佐久郡,立科町
203491,長野県,小県郡,青木村
203505,長野県,小県郡,長和町
203611,長野県,諏訪郡,下諏訪町
203629,長野県,諏訪郡,富士見町
203637,長野県,諏訪郡,原村
203823,長野県,上伊那郡,辰野町
203831,長野県,上伊那郡,箕輪町
203840,長野県,上伊那郡,飯島町
203858,長野県,上伊那郡,南箕輪村
203866,長野県,上伊那郡,中川村
203882,長野県,上伊那郡,宮田村
204021,長野県,下伊那郡,松川町
204030,長野県,下伊那郡,高森町
204048,長野県,下伊那郡,阿南町
204072,長野県,下伊那郡,阿智村
204099,長野県,下伊那郡,平谷村
204102,長野県,下伊那郡,根羽村
204111,長野県,下伊那郡,下條村
204129,長野県,下伊那郡,売木村
204137,長野県,下伊那郡,天龍村
204145,長野県,下伊那郡,泰阜村
204153,長野県,下伊那郡,喬木村
204161,長野県,下伊那郡,豊丘村
204170,長野県,下伊那郡,大鹿村
204226,長野県,木曽郡,上松町
204234,長野県,木曽郡,南木曽町
204251,長野県,木曽郡,木祖村
204293,長野県,木曽郡,王滝村
204307,長野県,木曽郡,大桑村
204323,長野県,木曽郡,木曽町
204463,長野県,東筑摩郡,麻績村
204480,長野県,東筑摩郡,生坂村
204501,長野県,東筑摩郡,山形村
204510,長野県,東筑摩郡,朝日村
204528,長野県,東筑摩郡,筑北村
204811,長野県,北安曇郡,池田町
204820,長野県,北安曇郡,松川村
204854,長野県,北安曇郡,白馬村
204862,長野県,北安曇郡,小谷村
205214,長野県,埴科郡,坂城町
205419,長野県,上高井郡,小布施町
205435,長野県,上高井郡,高山村
205613,長野県,下高井郡,山ノ内町
205621,長野県,下高井郡,木島平村
205630,長野県,下高井郡,野沢温泉村
205834,長野県,上水内郡,信濃町
205885,長野県,上水内郡,小川村
205907,長野県,上水内郡,飯綱町
206024,長野県,下水内郡,栄村
212016,岐阜県,,岐阜市
212024,岐阜県,,大垣市
212032,岐阜県,,高山市
212041,岐阜県,,多治見市
212059,岐阜県,,関市
212067,岐阜県,,中津川市
212075,岐阜県,,美濃市
212083,岐阜県,,瑞浪市
212091,岐阜県,,羽島市
212105,岐阜県,,恵那市
212113,岐阜県,,美濃加茂市
212121,岐阜県,,土岐市
212130,岐阜県,,各務原市
212148,岐阜県,,可児市
212156,岐阜県,,山県市
212164,岐阜県,,瑞穂市
212172,岐阜県,,飛騨市
212181,岐阜県,,本巣市
212199,岐阜県,,郡上市
212202,岐阜県,,下呂市
212211,岐阜県,,海津市
213021,岐阜県,羽島郡,岐南町
213039,岐阜県,羽島郡,笠松町
213411,岐阜県,養老郡,養老町
213616,岐阜県,不破郡,垂井町
213624,岐阜県,不破郡,関ケ原町
213811,岐阜県,安八郡,神戸町
213829,岐阜県,安八郡,輪之内町
213837,岐阜県,安八郡,安八町
214019,岐阜県,揖斐郡,揖斐川町
214035,岐阜県,揖斐郡,大野町
214043,岐阜県,揖斐郡,池田町
214213,岐阜県,本巣郡,北方町
215015,岐阜県,加茂郡,坂祝町
215023,岐阜県,加茂郡,富加町
215031,岐阜県,加茂郡,川辺町
215040,岐阜県,加茂郡,七宗町
215058,岐阜県,加茂郡,八百津町
215066,岐阜県,加茂郡,白川町
215074,岐阜県,加茂郡,東白川村
215210,岐阜県,可児郡,御嵩町
216046,岐阜県,大野郡,白川村
221007,静岡県,,静岡市
221309,静岡県,,浜松市
222038,静岡県,,沼津市
222054,静岡県,,熱海市
222062,静岡県,,三島市
222071,静岡県,,富士宮市
222089,静岡県,,伊東市
222097,静岡県,,島田市
222101,静岡県,,富士市
222119,静岡県,,磐田市
222127,静岡県,,焼津市
222135,静岡県,,掛川市
222143,静岡県,,藤枝市
222151,静岡県,,御殿場市
222160,静岡県,,袋井市
222194,静岡県,,下田市
222208,静岡県,,裾野市
222216,静岡県,,湖西市
222224,静岡県,,伊豆市
222232,静岡県,,御前崎市
222241,静岡県,,菊川市
222259,静岡県,,伊豆の国市
222267,静岡県,,牧之原市
223018,静岡県,賀茂郡,東伊豆町
223026,静岡県,賀茂郡,河津町
223042,静岡県,賀茂郡,南伊豆町
223051,静岡県,賀茂郡,松崎町
223069,静岡県,賀茂郡,西伊豆町
223255,静岡県,田方郡,函南町
223417,静岡県,駿東郡,清水町
223425,静岡県,駿東郡,長泉町
223441,静岡県,駿東郡,小山町
224243,静岡県,榛原郡,吉田町
224294,静岡県,榛原郡,川根本町
224618,静岡県,周智郡,森町
231002,愛知県,,名古屋市
232017,愛知県,,豊橋市
232025,愛知県,,岡崎市
232033,愛知県,,一宮市
232041,愛知県,,瀬戸市
232050,愛知県,,半田市
232068,愛知県,,春日井市
232076,愛知県,,豊川市
232084,愛知県,,津島市
232092,愛知県,,碧南市
232106,愛知県,,刈谷市
232114,愛知県,,豊田市
232122,愛知県,,安城市
232131,愛知県,,西尾市
232149,愛知県,,蒲郡市
232157,愛知県,,犬山市
232165,愛知県,,常滑市
232173,愛知県,,江南市
232190,愛知県,,小牧市
232203,愛知県,,稲沢市
232211,愛知県,,新城市
232220,愛知県,,東海市
232238,愛知県,,大府市
232246,愛知県,,知多市
232254,愛知県,,知立市
232262,愛知県,,尾張旭市
232271,愛知県,,高浜市
232289,愛知県,,岩倉市
232297,愛知県,,豊明市
232301,愛知県,,日進市
232319,愛知県,,田原市
232327,愛知県,,愛西市
232335,愛知県,,清須市
232343,愛知県,,北名古屋市
232351,愛知県,,弥富市
232360,愛知県,,みよし市
232378,愛知県,,あま市
232386,愛知県,,長久手市
233021,愛知県,愛知郡,東郷町
233421,愛知県,西春日井郡,豊山町
233617,愛知県,丹羽郡,大口町
233625,愛知県,丹羽郡,扶桑町
234249,愛知県,海部郡,大治町
234257,愛知県,海部郡,蟹江町
234273,愛知県,海部郡,飛島村
234419,愛知県,知多郡,阿久比町
234427,愛知県,知多郡,東浦町
234451,愛知県,知多郡,南知多町
234460,愛知県,知多郡,美浜町
234478,愛知県,知多郡,武豊町
235016,愛知県,額田郡,幸田町
235610,愛知県,北設楽郡,設楽町
235628,愛知県,北設楽郡,東栄町
235636,愛知県,北設楽郡,豊根村
242012,三重県,,津市
242021,三重県,,四日市市
242039,三重県,,伊勢市
242047,三重県,,松阪市
242055,三重県,,桑名市
242071,三重県,,鈴鹿市
242080,三重県,,名張市
242098,三重県,,尾鷲市
242101,三重県,,亀山市
242110,三重県,,鳥羽市
242128,三重県,,熊野市
242144,三重県,,いなべ市
242152,三重県,,志摩市
242161,三重県,,伊賀市
243035,三重県,桑名郡,木曽岬町
243248,三重県,員弁郡,東員町
243418,三重県,三重郡,菰野町
243434,三重県,三重郡,朝日町
243442,三重県,三重郡,川越町
244414,三重県,多気郡,多気町
244422,三重県,多気郡,明和町
244431,三重県,多気郡,大台町
244619,三重県,度会郡,玉城町
244708,三重県,度会郡,度会町
244716,三重県,度会郡,大紀町
244724,三重県,度会郡,南伊勢町
245437,三重県,北牟婁郡,紀北町
245615,三重県,南牟婁郡,御浜町
245623,三重県,南牟婁郡,紀宝町
252018,滋賀県,,大津市
252026,滋賀県,,彦根市
252034,滋賀県,,長浜市
252042,滋賀県,,近江八幡市
252069,滋賀県,,草津市
252077,滋賀県,,守山市
252085,滋賀県,,栗東市
252093,滋賀県,,甲賀市
252107,滋賀県,,野洲市
252115,滋賀県,,湖南市
252123,滋賀県,,高島市
252131,滋賀県,,東近江市
252140,滋賀県,,米原市
253839,滋賀県,蒲生郡,日野町
253847,滋賀県,蒲生郡,竜王町
254258,滋賀県,愛知郡,愛荘町
254410,滋賀県,犬上郡,豊郷町
254428,滋賀県,犬上郡,甲良町
254436,滋賀県,犬上郡,多賀町
261009,京都府,,京都市
262013,京都府,,福知山市
262021,京都府,,舞鶴市
262030,京都府,,綾部市
262048,京都府,,宇治市
262056,京都府,,宮津市
262064,京都府,,亀岡市
262072,京都府,,城陽市
262081,京都府,,向日市
262099,京都府,,長岡京市
262102,京都府,,八幡市
262111,京都府,,京田辺市
262129,京都府,,京丹後市
262137,京都府,,南丹市
262145,京都府,,木津川市
263036,京都府,乙訓郡,大山崎町
263222,京都府,久世郡,久御山町
263435,京都府,綴喜郡,井手町
263443,京都府,綴喜郡,宇治田原町
263648,京都府,相楽郡,笠置町
263656,京都府,相楽郡,和束町
263664,京都府,相楽郡,精華町
263672,京都府,相楽郡,南山城村
264075,京都府,船井郡,京丹波町
264636,京都府,与謝郡,伊根町
264652,京都府,与謝郡,与謝野町
271004,大阪府,,大阪市
271403,大阪府,,堺市
272027,大阪府,,岸和田市
272035,大阪府,,豊中市
272043,大阪府,,池田市
272051,大阪府,,吹田市
272060,大阪府,,泉大津市
272078,大阪府,,高槻市
272086,大阪府,,貝塚市
272094,大阪府,,守口市
272108,大阪府,,枚方市
272116,大阪府,,茨木市
272124,大阪府,,八尾市
272132,大阪府,,泉佐野市
272141,大阪府,,富田林市
272159,大阪府,,寝屋川市
272167,大阪府,,河内長野市
272175,大阪府,,松原市
272183,大阪府,,大東市
272191,大阪府,,和泉市
272205,大阪府,,箕面市
272213,大阪府,,柏原市
272221,大阪府,,羽曳野市
272230,大阪府,,門真市
272248,大阪府,,摂津市
272256,大阪府,,高石市
272264,大阪府,,藤井寺市
272272,大阪府,,東大阪市
272281,大阪府,,泉南市
272299,大阪府,,四條畷市
272302,大阪府,,交野市
272311,大阪府,,大阪狭山市
272329,大阪府,,阪南市
273015,大阪府,三島郡,島本町
273210,大阪府,豊能郡,豊能町
273228,大阪府,豊能郡,能勢町
273414,大阪府,泉北郡,忠岡町
273619,大阪府,泉南郡,熊取町
273627,大阪府,泉南郡,田尻町
273660,大阪府,泉南郡,岬町
273813,大阪府,南河内郡,太子町
273821,大阪府,南河内郡,河南町
273830,大阪府,南河内郡,千早赤阪村
281000,兵庫県,,神戸市
282014,兵庫県,,姫路市
282022,兵庫県,,尼崎市
282031,兵庫県,,明石市
282049,兵庫県,,西宮市
282057,兵庫県,,洲本市
282065,兵庫県,,芦屋市
282073,兵庫県,,伊丹市
282081,兵庫県,,相生市
282090,兵庫県,,豊岡市
282103,兵庫県,,加古川市
282120,兵庫県,,赤穂市
282138,兵庫県,,西脇市
282146,兵庫県,,宝塚市
282154,兵庫県,,三木市
282162,兵庫県,,高砂市
282171,兵庫県,,川西市
282189,兵庫県,,小野市
282197,兵庫県,,三田市
282201,兵庫県,,加西市
282219,兵庫県,,丹波篠山市
282227,兵庫県,,養父市
282235,兵庫県,,丹波市
282243,兵庫県,,南あわじ市
282251,兵庫県,,朝来市
282260,兵庫県,,淡路市
282278,兵庫県,,宍粟市
282286,兵庫県,,加東市
282294,兵庫県,,たつの市
283011,兵庫県,川辺郡,猪名川町
283657,兵庫県,多可郡,多可町
283819,兵庫県,加古郡,稲美町
283827,兵庫県,加古郡,播磨町
284424,兵庫県,神崎郡,市川町
284432,兵庫県,神崎郡,福崎町
284467,兵庫県,神崎郡,神河町
284645,兵庫県,揖保郡,太子町
284815,兵庫県,赤穂郡,上郡町
285013,兵庫県,佐用郡,佐用町
285854,兵庫県,美方郡,香美町
285862,兵庫県,美方郡,新温泉町
292010,奈良県,,奈良市
292028,奈良県,,大和高田市
292036,奈良県,,大和郡山市
292044,奈良県,,天理市
292052,奈良県,,橿原市
292061,奈良県,,桜井市
292079,奈良県,,五條市
292087,奈良県,,御所市
292095,奈良県,,生駒市
292109,奈良県,,香芝市
292117,奈良県,,葛城市
292125,奈良県,,宇陀市
293229,奈良県,山辺郡,山添村
293423,奈良県,生駒郡,平群町
293431,奈良県,生駒郡,三郷町
293440,奈良県,生駒郡,斑鳩町
293458,奈良県,生駒郡,安堵町
293610,奈良県,磯城郡,川西町
293628,奈良県,磯城郡,三宅町
293636,奈良県,磯城郡,田原本町
293857,奈良県,宇陀郡,曽爾村
293865,奈良県,宇陀郡,御杖村
294012,奈良県,高市郡,高取町
294021,奈良県,高市郡,明日香村
294241,奈良県,北葛城郡,上牧町
294250,奈良県,北葛城郡,王寺町
294268,奈良県,北葛城郡,広陵町
294276,奈良県,北葛城郡,河合町
294411,奈良県,吉野郡,吉野町
294420,奈良県,吉野郡,大淀町
294438,奈良県,吉野郡,下市町
294446,奈良県,吉野郡,黒滝村
294462,奈良県,吉野郡,天川村
294471,奈良県,吉野郡,野迫川村
294497,奈良県,吉野郡,十津川村
294501,奈良県,吉野郡,下北山村
294519,奈良県,吉野郡,上北山村
294527,奈良県,吉野郡,川上村
294535,奈良県,吉野郡,東吉野村
302015,和歌山県,,和歌山市
302023,和歌山県,,海南市
302031,和歌山県,,橋本市
302040,和歌山県,,有田市
302058,和歌山県,,御坊市
302066,和歌山県,,田辺市
302074,和歌山県,,新宮市
302082,和歌山県,,紀の川市
302091,和歌山県,,岩出市
303046,和歌山県,海草郡,紀美野町
303411,和歌山県,伊都郡,かつらぎ町
303437,和歌山県,伊都郡,九度山町
303445,和歌山県,伊都郡,高野町
303615,和歌山県,有田郡,湯浅町
303623,和歌山県,有田郡,広川町
303666,和歌山県,有田郡,有田川町
303810,和歌山県,日高郡,美浜町
303828,和歌山県,日高郡,日高町
303836,和歌山県,日高郡,由良町
303909,和歌山県,日高郡,印南町
303917,和歌山県,日高郡,みなべ町
303925,和歌山県,日高郡,日高川町
304018,和歌山県,西牟婁郡,白浜町
304042,和歌山県,西牟婁郡,上富田町
304069,和歌山県,西牟婁郡,すさみ町
304212,和歌山県,東牟婁郡,那智勝浦町
304221,和歌山県,東牟婁郡,太地町
304247,和歌山県,東牟婁郡,古座川町
304271,和歌山県,東牟婁郡,北山村
304280,和歌山県,東牟婁郡,串本町
312011,鳥取県,,鳥取市
312029,鳥取県,,米子市
312037,鳥取県,,倉吉市
312045,鳥取県,,境港市
313025,鳥取県,岩美郡,岩美町
313254,鳥取県,八頭郡,若桜町
313289,鳥取県,八頭郡,智頭町
313297,鳥取県,八頭郡,八頭町
313645,鳥取県,東伯郡,三朝町
313700,鳥取県,東伯郡,湯梨浜町
313718,鳥取県,東伯郡,琴浦町
313726,鳥取県,東伯郡,北栄町
313840,鳥取県,西伯郡,日吉津村
313866,鳥取県,西伯郡,大山町
313891,鳥取県,西伯郡,南部町
313904,鳥取県,西伯郡,伯耆町
314013,鳥取県,日野郡,日南町
314021,鳥取県,日野郡,日野町
314030,鳥取県,日野郡,江府町
322016,島根県,,松江市
322024,島根県,,浜田市
322032,島根県,,出雲市
322041,島根県,,益田市
322059,島根県,,大田市
322067,島根県,,安来市
322075,島根県,,江津市
322091,島根県,,雲南市
323438,島根県,仁多郡,奥出雲町
323861,島根県,飯石郡,飯南町
324418,島根県,邑智郡,川本町
324485,島根県,邑智郡,美郷町
324493,島根県,邑智郡,邑南町
325015,島根県,鹿足郡,津和野町
325058,島根県,鹿足郡,吉賀町
325252,島根県,隠岐郡,海士町
325261,島根県,隠岐郡,西ノ島町
325279,島根県,隠岐郡,知夫村
325287,島根県,隠岐郡,隠岐の島町
331007,岡山県,,岡山市
332020,岡山県,,倉敷市
332038,岡山県,,津山市
332046,岡山県,,玉野市
332054,岡山県,,笠岡市
332071,岡山県,,井原市
332089,岡山県,,総社市
332097,岡山県,,高梁市
332101,岡山県,,新見市
332119,岡山県,,備前市
332127,岡山県,,瀬戸内市
332135,岡山県,,赤磐市
332143,岡山県,,真庭市
332151,岡山県,,美作市
332160,岡山県,,浅口市
333468,岡山県,和気郡,和気町
334235,岡山県,都窪郡,早島町
334456,岡山県,浅口郡,里庄町
334618,岡山県,小田郡,矢掛町
335860,岡山県,真庭郡,新庄村
336068,岡山県,苫田郡,鏡野町
336220,岡山県,勝田郡,勝央町
336238,岡山県,勝田郡,奈義町
336432,岡山県,英田郡,西粟倉村
336637,岡山県,久米郡,久米南町
336661,岡山県,久米郡,美咲町
336815,岡山県,加賀郡,吉備中央町
341002,広島県,,広島市
342025,広島県,,呉市
342033,広島県,,竹原市
342041,広島県,,三原市
342050,広島県,,尾道市
342076,広島県,,福山市
342084,広島県,,府中市
342092,広島県,,三次市
342106,広島県,,庄原市
342114,広島県,,大竹市
342122,広島県,,東広島市
342131,広島県,,廿日市市
342149,広島県,,安芸高田市
342157,広島県,,江田島市
343021,広島県,安芸郡,府中町
343048,広島県,安芸郡,海田町
343072,広島県,安芸郡,熊野町
343099,広島県,安芸郡,坂町
343684,広島県,山県郡,安芸太田町
343692,広島県,山県郡,北広島町
344311,広島県,豊田郡,大崎上島町
344621,広島県,世羅郡,世羅町
345458,広島県,神石郡,神石高原町
352012,山口県,,下関市
352021,山口県,,宇部市
352039,山口県,,山口市
352047,山口県,,萩市
352063,山口県,,防府市
352071,山口県,,下松市
352080,山口県,,岩国市
352101,山口県,,光市
352110,山口県,,長門市
352128,山口県,,柳井市
352136,山口県,,美祢市
352152,山口県,,周南市
352161,山口県,,山陽小野田市
353051,山口県,大島郡,周防大島町
353213,山口県,玖珂郡,和木町
353418,山口県,熊毛郡,上関町
353434,山口県,熊毛郡,田布施町
353442,山口県,熊毛郡,平生町
355020,山口県,阿武郡,阿武町
362018,徳島県,,徳島市
362026,徳島県,,鳴門市
362034,徳島県,,小松島市
362042,徳島県,,阿南市
362051,徳島県,,吉野川市
362069,徳島県,,阿波市
362077,徳島県,,美馬市
362085,徳島県,,三好市
363014,徳島県,勝浦郡,勝浦町
363022,徳島県,勝浦郡,上勝町
363219,徳島県,名東郡,佐那河内村
363413,徳島県,名西郡,石井町
363421,徳島県,名西郡,神山町
363685,徳島県,那賀郡,那賀町
363839,徳島県,海部郡,牟岐町
363871,徳島県,海部郡,美波町
363880,徳島県,海部郡,海陽町
364011,徳島県,板野郡,松茂町
364029,徳島県,板野郡,北島町
364037,徳島県,板野郡,藍住町
364045,徳島県,板野郡,板野町
364053,徳島県,板野郡,上板町
364681,徳島県,美馬郡,つるぎ町
364894,徳島県,三好郡,東みよし町
372013,香川県,,高松市
372021,香川県,,丸亀市
372030,香川県,,坂出市
372048,香川県,,善通寺市
372056,香川県,,観音寺市
372064,香川県,,さぬき市
372072,香川県,,東かがわ市
372081,香川県,,三豊市
373222,香川県,小豆郡,土庄町
373249,香川県,小豆郡,小豆島町
373419,香川県,木田郡,三木町
373648,香川県,香川郡,直島町
373869,香川県,綾歌郡,宇多津町
373877,香川県,綾歌郡,綾川町
374032,香川県,仲多度郡,琴平町
374041,香川県,仲多度郡,多度津町
374067,香川県,仲多度郡,まんのう町
382019,愛媛県,,松山市
382027,愛媛県,,今治市
382035,愛媛県,,宇和島市
382043,愛媛県,,八幡浜市
382051,愛媛県,,新居浜市
382060,愛媛県,,西条市
382078,愛媛県,,大洲市
382108,愛媛県,,伊予市
382132,愛媛県,,四国中央市
382141,愛媛県,,西予市
382159,愛媛県,,東温市
383562,愛媛県,越智郡,上島町
383864,愛媛県,上浮穴郡,久万高原町
384011,愛媛県,伊予郡,松前町
384020,愛媛県,伊予郡,砥部町
384224,愛媛県,喜多郡,内子町
384429,愛媛県,西宇和郡,伊方町
384844,愛媛県,北宇和郡,松野町
384887,愛媛県,北宇和郡,鬼北町
385069,愛媛県,南宇和郡,愛南町
392014,高知県,,高知市
392022,高知県,,室戸市
392031,高知県,,安芸市
392049,高知県,,南国市
392057,高知県,,土佐市
392065,高知県,,須崎市
392081,高知県,,宿毛市
392090,高知県,,土佐清水市
392103,高知県,,四万十市
392111,高知県,,香南市
392120,高知県,,香美市
393011,高知県,安芸郡,東洋町
393029,高知県,安芸郡,奈半利町
393037,高知県,安芸郡,田野町
393045,高知県,安芸郡,安田町
393053,高知県,安芸郡,北川村
393061,高知県,安芸郡,馬路村
393070,高知県,安芸郡,芸西村
393410,高知県,長岡郡,本山町
393444,高知県,長岡郡,大豊町
393631,高知県,土佐郡,土佐町
393649,高知県,土佐郡,大川村
393860,高知県,吾川郡,いの町
393878,高知県,吾川郡,仁淀川町
394017,高知県,高岡郡,中土佐町
394025,高知県,高岡郡,佐川町
394033,高知県,高岡郡,越知町
394050,高知県,高岡郡,檮原町
394106,高知県,高岡郡,日高村
394114,高知県,高岡郡,津野町
394122,高知県,高岡郡,四万十町
394246,高知県,幡多郡,大月町
394271,高知県,幡多郡,三原村
394289,高知県,幡多郡,黒潮町
401005,福岡県,,北九州市
401307,福岡県,,福岡市
402028,福岡県,,大牟田市
402036,福岡県,,久留米市
402044,福岡県,,直方市
402052,福岡県,,飯塚市
402061,福岡県,,田川市
402079,福岡県,,柳川市
402109,福岡県,,八女市
402117,福岡県,,筑後市
402125,福岡県,,大川市
402133,福岡県,,行橋市
402141,福岡県,,豊前市
402150,福岡県,,中間市
402168,福岡県,,小郡市
402176,福岡県,,筑紫野市
402184,福岡県,,春日市
402192,福岡県,,大野城市
402206,福岡県,,宗像市
402214,福岡県,,太宰府市
402231,福岡県,,古賀市
402249,福岡県,,福津市
402257,福岡県,,うきは市
402265,福岡県,,宮若市
402273,福岡県,,嘉麻市
402281,福岡県,,朝倉市
402290,福岡県,,みやま市
402303,福岡県,,糸島市
402311,福岡県,,那珂川市
403415,福岡県,糟屋郡,宇美町
403423,福岡県,糟屋郡,篠栗町
403431,福岡県,糟屋郡,志免町
403440,福岡県,糟屋郡,須恵町
403458,福岡県,糟屋郡,新宮町
403482,福岡県,糟屋郡,久山町
403491,福岡県,糟屋郡,粕屋町
403814,福岡県,遠賀郡,芦屋町
403822,福岡県,遠賀郡,水巻町
403831,福岡県,遠賀郡,岡垣町
403849,福岡県,遠賀郡,遠賀町
404012,福岡県,鞍手郡,小竹町
404021,福岡県,鞍手郡,鞍手町
404217,福岡県,嘉穂郡,桂川町
404471,福岡県,朝倉郡,筑前町
404489,福岡県,朝倉郡,東峰村
405035,福岡県,三井郡,大刀洗町
405221,福岡県,三潴郡,大木町
405442,福岡県,八女郡,広川町
406015,福岡県,田川郡,香春町
406023,福岡県,田川郡,添田町
406040,福岡県,田川郡,糸田町
406058,福岡県,田川郡,川崎町
406082,福岡県,田川郡,大任町
406091,福岡県,田川郡,赤村
406104,福岡県,田川郡,福智町
406210,福岡県,京都郡,苅田町
406252,福岡県,京都郡,みやこ町
406422,福岡県,築上郡,吉富町
406465,福岡県,築上郡,上毛町
406473,福岡県,築上郡,築上町
412015,佐賀県,,佐賀市
412023,佐賀県,,唐津市
412031,佐賀県,,鳥栖市
412040,佐賀県,,多久市
412058,佐賀県,,伊万里市
412066,佐賀県,,武雄市
412074,佐賀県,,鹿島市
412082,佐賀県,,小城市
412091,佐賀県,,嬉野市
412104,佐賀県,,神埼市
413275,佐賀県,神埼郡,吉野ヶ里町
413411,佐賀県,三養基郡,基山町
413453,佐賀県,三養基郡,上峰町
413461,佐賀県,三養基郡,みやき町
413879,佐賀県,東松浦郡,玄海町
414018,佐賀県,西松浦郡,有田町
414239,佐賀県,杵島郡,大町町
414247,佐賀県,杵島郡,江北町
414255,佐賀県,杵島郡,白石町
414417,佐賀県,藤津郡,太良町
422011,長崎県,,長崎市
422029,長崎県,,佐世保市
422037,長崎県,,島原市
422045,長崎県,,諫早市
422053,長崎県,,大村市
422070,長崎県,,平戸市
422088,長崎県,,松浦市
422096,長崎県,,対馬市
422100,長崎県,,壱岐市
422118,長崎県,,五島市
422126,長崎県,,西海市
422134,長崎県,,雲仙市
422142,長崎県,,南島原市
423076,長崎県,西彼杵郡,長与町
423084,長崎県,西彼杵郡,時津町
423211,長崎県,東彼杵郡,東彼杵町
423220,長崎県,東彼杵郡,川棚町
423238,長崎県,東彼杵郡,波佐見町
423831,長崎県,北松浦郡,小値賀町
423912,長崎県,北松浦郡,佐々町
424111,長崎県,南松浦郡,新上五島町
431001,熊本県,,熊本市
432024,熊本県,,八代市
432032,熊本県,,人吉市
432041,熊本県,,荒尾市
432059,熊本県,,水俣市
432067,熊本県,,玉名市
432083,熊本県,,山鹿市
432105,熊本県,,菊池市
432113,熊本県,,宇土市
432121,熊本県,,上天草市
432130,熊本県,,宇城市
432148,熊本県,,阿蘇市
432156,熊本県,,天草市
432164,熊本県,,合志市
433489,熊本県,下益城郡,美里町
433641,熊本県,玉名郡,玉東町
433675,熊本県,玉名郡,南関町
433683,熊本県,玉名郡,長洲町
433691,熊本県,玉名郡,和水町
434035,熊本県,菊池郡,大津町
434043,熊本県,菊池郡,菊陽町
434230,熊本県,阿蘇郡,南小国町
434248,熊本県,阿蘇郡,小国町
434256,熊本県,阿蘇郡,産山村
434281,熊本県,阿蘇郡,高森町
434329,熊本県,阿蘇郡,西原村
434337,熊本県,阿蘇郡,南阿蘇村
434418,熊本県,上益城郡,御船町
434426,熊本県,上益城郡,嘉島町
434434,熊本県,上益城郡,益城町
434442,熊本県,上益城郡,甲佐町
434477,熊本県,上益城郡,山都町
434680,熊本県,八代郡,氷川町
434825,熊本県,葦北郡,芦北町
434841,熊本県,葦北郡,津奈木町
435015,熊本県,球磨郡,錦町
435058,熊本県,球磨郡,多良木町
435066,熊本県,球磨郡,湯前町
435074,熊本県,球磨郡,水上村
435104,熊本県,球磨郡,相良村
435112,熊本県,球磨郡,五木村
435121,熊本県,球磨郡,山江村
435139,熊本県,球磨郡,球磨村
435147,熊本県,球磨郡,あさぎり町
435317,熊本県,天草郡,苓北町
442011,大分県,,大分市
442020,大分県,,別府市
442038,大分県,,中津市
442046,大分県,,日田市
442054,大分県,,佐伯市
442062,大分県,,臼杵市
442071,大分県,,津久見市
442089,大分県,,竹田市
442097,大分県,,豊後高田市
442101,大分県,,杵築市
442119,大分県,,宇佐市
442127,大分県,,豊後大野市
442135,大分県,,由布市
442143,大分県,,国東市
443221,大分県,東国東郡,姫島村
443417,大分県,速見郡,日出町
444618,大分県,玖珠郡,九重町
444626,大分県,玖珠郡,玖珠町
452017,宮崎県,,宮崎市
452025,宮崎県,,都城市
452033,宮崎県,,延岡市
452041,宮崎県,,日南市
452050,宮崎県,,小林市
452068,宮崎県,,日向市
452076,宮崎県,,串間市
452084,宮崎県,,西都市
452092,宮崎県,,えびの市
453412,宮崎県,北諸県郡,三股町
453617,宮崎県,西諸県郡,高原町
453820,宮崎県,東諸県郡,国富町
453838,宮崎県,東諸県郡,綾町
454010,宮崎県,児湯郡,高鍋町
454028,宮崎県,児湯郡,新富町
454036,宮崎県,児湯郡,西米良村
454044,宮崎県,児湯郡,木城町
454052,宮崎県,児湯郡,川南町
454061,宮崎県,児湯郡,都農町
454214,宮崎県,東臼杵郡,門川町
454290,宮崎県,東臼杵郡,諸塚村
454303,宮崎県,東臼杵郡,椎葉村
454311,宮崎県,東臼杵郡,美郷町
454419,宮崎県,西臼杵郡,高千穂町
454427,宮崎県,西臼杵郡,日之影町
454435,宮崎県,西臼杵郡,五ヶ瀬町
462012,鹿児島県,,鹿児島市
462039,鹿児島県,,鹿屋市
462047,鹿児島県,,枕崎市
462063,鹿児島県,,阿久根市
462080,鹿児島県,,出水市
462101,鹿児島県,,指宿市
462136,鹿児島県,,西之表市
462144,鹿児島県,,垂水市
462152,鹿児島県,,薩摩川内市
462161,鹿児島県,,日置市
462179,鹿児島県,,曽於市
462187,鹿児島県,,霧島市
462195,鹿児島県,,いちき串木野市
462209,鹿児島県,,南さつま市
462217,鹿児島県,,志布志市
462225,鹿児島県,,奄美市
462233,鹿児島県,,南九州市
462241,鹿児島県,,伊佐市
462250,鹿児島県,,姶良市
463035,鹿児島県,鹿児島郡,三島村
463043,鹿児島県,鹿児島郡,十島村
463922,鹿児島県,薩摩郡,さつま町
464040,鹿児島県,出水郡,長島町
